timestamp,location_name,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_72h,forecast_rain_3h,forecast_rain_6h,rainfall_intensity,rainfall_acceleration,temperature,humidity,elevation,slope,aspect,terrain_ruggedness,distance_to_waterbody,historical_flood_frequency,historical_event_severity,historical_flood_susceptibility,landslide_susceptibility,blockage_indicator,distance_to_road,road_exposure_indicator,bridge_exposure_indicator,flood_event
2023-09-07 11:00:00,Rampur,1.3,3.4,4.8,6.6,7.3,17.9,3.7,0.5,1.63,-2.2,18.0,36.2,1794.0681057964612,14.439001759800203,189.19717593256937,39.445624811096195,0.4526913380502844,2,0.2,0.55,0.65,0.16,0.25009681991274957,0.25,0.17,0
2018-05-08 15:00:00,Rampur,0.3,0.7,1.7,2.5,3.4,7.5,0.6,0.5,1.06,-0.79,8.9,50.7,1814.8044612721137,16.351718940673805,203.44459038584998,60.37429770139077,0.4286004902765321,2,0.02,0.55,0.65,0.17,0.24420938693563937,0.09,0.01,0
2023-06-26 02:00:00,Sonprayag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,20.9,65.4,1828.0190116534534,21.73810507279073,178.29504033700354,62.06971850668251,0.15439562748031108,4,0.42,0.72,0.72,0.04,0.09743286444821866,0.16,0.17,0
2024-01-22 00:00:00,Rampur,3.2,6.7,8.8,17.0,20.2,38.6,3.2,1.3,2.18,1.59,14.0,50.4,1819.2261753863402,20.13649458221716,228.50207783822054,78.2844829795291,0.5702927773356943,2,0.03,0.55,0.65,0.06,0.22344092082452088,0.2,0.05,0
2026-03-12 15:00:00,Kedarnath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23,1.1,35.1,3583.3530309172597,35.76091636591319,188.16429354580603,111.53162913318265,0.3134405072420687,3,0.37,0.85,0.85,0.05,0.5697809451689331,0.19,0.19,0
2026-06-23 23:00:00,Guptkashi,7.9,17.6,34.1,54.6,80.0,150.0,15.5,28.8,1.39,2.37,25.2,55.0,1289.5962029534833,18.073219621047055,250.18495588579276,42.448057575208836,0.28266791992516804,2,0.06,0.55,0.6,0.13,0.22556409624332183,0.19,0.09,0
2018-02-24 19:00:00,Phata,0.6,1.3,2.5,3.1,4.8,11.7,1.5,2.3,1.44,-1.21,18.0,44.6,1514.4559431208825,22.290792043053834,179.80182972341402,73.68244518529532,0.4025812523236498,3,0.08,0.65,0.68,0.17,0.13536080836994782,0.02,0.13,0
2020-09-08 07:00:00,Rampur,5.7,10.8,18.8,29.1,38.6,94.0,8.8,8.9,1.82,-0.34,21.3,63.4,1800.9542338136248,19.362994653659026,214.76293499682131,57.39002136140684,0.35275959918324185,2,0.3,0.55,0.65,0.17,0.12994340173987995,0.05,0.16,0
2024-06-16 12:00:00,Sitapur,15.9,28.6,55.9,91.4,80.0,150.0,33.3,44.6,1.71,-0.43,20.0,82.1,1639.8858672542224,16.844560637036732,211.9841264418825,57.14413322446803,0.34104304083423054,1,0.18,0.45,0.55,0.17,0.18140388345569808,0.2,0.05,0
2018-07-16 15:00:00,Kedarnath,6.6,16.6,38.9,58.1,76.7,107.4,0.6,1.8,1.02,-1.3,10.3,54.7,3561.5081817198347,37.0239011129943,194.0464590133621,126.06198099947765,0.27928051385375596,3,0.49,0.85,0.85,0.14,0.40224512796056827,0.18,0.2,0
2023-05-01 23:00:00,Sitapur,1.6,4.3,10.7,16.3,18.9,31.7,2.5,0.9,0.9,0.61,12.7,40.3,1612.2561636165185,14.490077144914089,201.7146909351349,53.85658713138565,0.4514902775153727,1,0.21,0.45,0.55,0.11,0.3047523531548794,0.11,0.08,0
2022-04-26 05:00:00,Rampur,1.5,4.5,7.5,12.5,19.7,40.6,2.9,5.6,1.2,-3.0,8.8,55.3,1814.9972102100562,18.976061304723476,206.36942226678644,49.948912688546045,0.362760325656168,2,0.4,0.55,0.65,0.12,0.12928366368171812,0.12,0.09,0
2024-06-26 14:00:00,Rudraprayag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,25.5,66.7,621.910866148365,6.15994021568039,182.01659592312188,22.341262532784825,0.11780499337136871,3,0.12,0.6,0.52,0.0,0.11317709941758217,0.09,0.14,0
2020-05-29 01:00:00,Rudraprayag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,17.0,30.8,622.0317751962347,6.682569216374607,148.20412705475468,38.50818667041911,0.0,3,0.45,0.6,0.52,0.12,0.035115825722988964,0.22,0.19,0
2018-07-08 10:00:00,Agastmuni,17.5,37.9,80.8,135.5,242.8,331.7,50.2,62.9,1.3,9.9,24.3,95.8,977.9347763304932,8.918293113065122,166.52420468379714,50.53312646269982,0.12599288385080687,2,0.69,0.5,0.45,0.3,0.0743703795795067,0.24,0.21,1
2021-04-17 23:00:00,Phata,1.7,3.7,7.7,11.5,17.8,32.3,3.4,0.0,1.32,-3.32,11.6,60.9,1525.6776869568916,19.955296592909676,200.2816810007275,69.40741180130252,0.1125500047491218,3,0.48,0.65,0.68,0.17,0.0017250813997325004,0.06,0.05,0
2023-05-06 21:00:00,Gaurikund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,11.7,43.0,2005.5899214492852,25.829147458828203,184.0687963559396,92.4942500232772,0.11416989102361112,5,0.01,0.78,0.78,0.04,0.0815372505730222,0.12,0.16,0
2023-05-24 05:00:00,Sitapur,1.3,2.7,6.7,11.5,13.1,17.3,0.3,7.0,1.16,1.43,11.5,27.2,1639.527774736624,12.129050799485658,237.1915995857762,46.18420321436521,0.35798799416398286,1,0.25,0.45,0.55,0.04,0.29931228101953844,0.29,0.14,0
2024-08-24 16:00:00,Sitapur,49.7,161.0,286.3,408.3,730.7,1690.7,155.2,248.9,1.04,4.25,18.7,90.1,1564.8144704066608,19.938637653437986,209.9059037118303,50.915496191255365,0.16455811666947323,1,0.91,0.45,0.55,0.14,0.301850456824792,0.33,0.18,1
2019-11-21 15:00:00,Kalimath,0.7,1.8,2.7,3.8,5.1,9.5,1.9,0.4,1.56,-1.73,17.9,37.2,1443.7851177368489,24.309418600171504,246.0021803940013,53.45536624995745,0.5608176709752458,2,0.21,0.5,0.62,0.02,0.4153288768832284,0.07,0.1,0
2019-08-03 13:00:00,Agastmuni,1.8,5.0,11.2,16.0,20.9,27.3,4.5,6.1,0.96,2.32,27.2,67.8,1011.1193322839719,13.502855025224882,152.9740379547023,32.399114793383234,0.10903268293812872,2,0.26,0.5,0.45,0.14,0.1420527445171774,0.13,0.12,0
2025-10-07 13:00:00,Kedarnath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,-3.2,20.0,3603.7597858004156,34.45970209706227,160.72226861317688,117.91828071291232,0.33640410811132027,3,0.45,0.85,0.85,0.2,0.5942778451782055,0.15,0.15,0
2018-06-24 03:00:00,Sitapur,37.4,130.0,228.3,437.2,552.9,997.0,132.1,141.8,0.98,12.99,23.8,97.9,1578.588793160639,19.75640814852143,225.09672987406637,46.82002226062658,0.22705620108423555,1,0.68,0.45,0.55,0.11,0.35151122670485985,0.19,0.33,1
2020-09-04 07:00:00,Kalimath,29.3,70.9,125.4,242.5,372.9,546.2,89.3,112.0,1.4,13.13,24.5,90.1,1458.2462513421158,25.806732686679005,216.8463919846859,65.29742119862499,0.403556647553666,2,0.49,0.5,0.62,0.23,0.41159491664996645,0.29,0.24,1
2019-07-14 15:00:00,Kalimath,0.7,1.4,2.0,3.5,5.2,12.5,1.3,1.8,2.1,0.28,19.8,77.6,1484.0730592756174,18.262789140937574,250.04161063981448,47.64558397738994,0.5872064913623953,2,0.44,0.5,0.62,0.08,0.38447280425680347,0.02,0.09,0
2023-08-13 14:00:00,Guptkashi,7.9,12.5,16.0,28.2,47.8,109.9,8.2,6.9,2.96,-1.55,18.1,53.6,1302.4542213120349,16.307076602122542,263.13736352194627,50.304671910893575,0.11129511104104187,2,0.06,0.55,0.6,0.06,0.11329696200312271,0.15,0.05,0
2020-11-10 20:00:00,Rudraprayag,1.8,5.2,11.3,15.0,17.5,24.8,0.9,8.8,0.96,-0.15,21.0,44.1,613.3862278478509,8.068224854908289,176.37571383690658,39.27815166105894,0.197490027487542,3,0.36,0.6,0.52,0.17,0.01218393088777029,0.24,0.17,0
2019-08-04 17:00:00,Agastmuni,25.4,57.4,131.4,255.3,340.4,507.1,74.1,168.7,1.16,17.11,21.2,89.5,982.908371032496,14.706254168321209,171.1938924826266,52.674682998325935,0.15361389940992237,2,0.6,0.5,0.45,0.44,0.013097905751016867,0.43,0.44,1
2026-09-04 11:00:00,Kalimath,42.3,106.3,208.7,311.0,522.4,1033.3,90.6,225.5,1.22,5.44,23.5,85.8,1468.86959795698,21.626151457214227,229.83533491169047,58.51964507311663,0.37425075185691725,2,0.54,0.5,0.62,0.44,0.4098069710913991,0.46,0.3,1
2025-09-14 21:00:00,Rudraprayag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,26.1,63.7,574.9259434281421,5.55777689509079,165.87617832438792,37.016823228093315,0.0,3,0.42,0.6,0.52,0.02,0.06627041949772898,0.07,0.19,0
2022-06-04 08:00:00,Gaurikund,2.7,5.7,13.6,20.2,24.6,35.4,5.8,7.2,1.19,0.43,24.5,43.1,2021.4067068700758,27.575936233965027,176.33389803779085,64.99787785207573,0.047404886969697524,5,0.34,0.78,0.78,0.18,0.08191666656449365,0.28,0.15,0
2018-01-29 01:00:00,Phata,1.3,2.9,6.4,7.4,11.9,18.2,0.3,3.3,1.22,-1.19,20.1,55.4,1515.9877791150109,23.18824107122665,220.90074492612126,69.15686729178307,0.17106994480434415,3,0.24,0.65,0.68,0.19,0.07033274502939418,0.04,0.15,0
2018-02-24 19:00:00,Agastmuni,0.3,0.6,1.0,2.0,3.3,6.3,0.2,1.0,1.8,-3.41,12.5,52.2,989.5456260766064,4.305766974538299,171.77266054912204,37.7236975527424,0.12861251759635162,2,0.12,0.5,0.45,0.06,0.11746753112802148,0.26,0.06,0
2018-12-10 11:00:00,Agastmuni,0.4,0.7,1.1,1.7,2.9,6.3,0.6,0.2,2.18,1.76,13.5,49.9,1003.5748192657265,10.151120735423676,159.6597208701153,28.77459847334447,0.09282986731382557,2,0.03,0.5,0.45,0.1,0.11613987320466242,0.22,0.16,0
2024-08-23 19:00:00,Rampur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.02,18.3,46.0,1823.2611047430619,22.65741612796591,203.84140377638863,48.50920687455687,0.6054594437648576,2,0.1,0.55,0.65,0.05,0.1925977665623675,0.27,0.16,0
2026-05-04 03:00:00,Sitapur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,13.1,43.2,1587.322770290487,9.57309621011602,224.57750184462344,55.690925316395706,0.42578180671488974,1,0.36,0.45,0.55,0.1,0.3424858558291929,0.05,0.1,0
2019-12-29 15:00:00,Guptkashi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,16.5,53.2,1301.935717489124,23.033023915715436,236.15514276024962,64.94030098517518,0.3659680108437633,2,0.34,0.55,0.6,0.08,0.16278454825092137,0.17,0.18,0
2024-08-27 11:00:00,Kalimath,75.0,241.3,585.8,830.7,1384.9,3168.3,180.6,506.8,0.77,15.74,25.7,84.9,1477.238097922874,19.089860229791864,231.46979185674965,54.2170978312892,0.2407774003537078,2,0.94,0.5,0.62,0.23,0.44381778290422025,0.19,0.3,1
2020-12-02 04:00:00,Sitapur,0.2,0.3,0.5,0.8,1.1,1.5,0.1,0.2,2.0,4.22,21.2,34.7,1593.436594833972,9.802275796672188,211.45056953787764,39.603352819437745,0.4457524956830785,1,0.35,0.45,0.55,0.18,0.31041598106395685,0.08,0.04,0
2024-09-29 01:00:00,Sonprayag,3.7,8.0,14.3,26.7,42.2,66.3,0.1,5.9,1.55,-0.81,24.8,67.5,1817.6262952398802,18.82946559562566,215.6979143146461,55.98097357895058,0.020524633546803922,4,0.04,0.72,0.72,0.18,0.11775259525917668,0.19,0.13,0
2019-09-26 17:00:00,Guptkashi,51.6,132.1,238.2,350.1,487.3,877.9,166.7,128.9,1.3,11.22,24.2,90.3,1351.728501999842,26.039734906329112,240.16589608918636,61.44883559905556,0.11500228638730649,2,0.86,0.55,0.6,0.38,0.08349105106262528,0.26,0.42,1
2025-06-12 10:00:00,Sitapur,91.8,197.4,445.9,606.0,845.3,1606.6,140.6,562.0,1.24,2.63,19.0,81.4,1605.7424424992516,19.141012017827247,208.26814777709356,68.40470533810763,0.29983324775686987,1,0.58,0.45,0.55,0.33,0.3169905449514513,0.18,0.29,1
2023-04-11 21:00:00,Kalimath,1.2,2.5,4.2,4.9,8.1,14.4,2.7,2.3,1.71,0.51,19.0,59.4,1477.0150506048813,15.3412925079917,208.01929240417465,59.41195733570417,0.6404915359542386,2,0.36,0.5,0.62,0.05,0.31963865761172827,0.11,0.18,0
2021-04-20 16:00:00,Gaurikund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.52,4.8,25.2,1998.8740573101686,27.010040821084417,212.2886796305189,92.645439659972,0.0,5,0.14,0.78,0.78,0.12,0.1137357766163382,0.16,0.15,0
2020-07-01 13:00:00,Rampur,2.3,5.7,10.1,17.2,28.3,38.1,3.0,9.5,1.37,2.57,18.1,63.9,1793.1873070056565,18.71880264444644,199.0530186759034,65.58383136587679,0.6098997042794105,2,0.09,0.55,0.65,0.17,0.18217530698834403,0.26,0.2,0
2020-10-17 02:00:00,Gaurikund,0.6,0.9,1.6,2.6,3.1,5.6,0.3,0.2,2.25,-0.45,8.2,37.5,1990.5381960147065,29.203312377111107,209.93983695863108,99.71245058490072,0.0,5,0.06,0.78,0.78,0.16,0.17373329353035064,0.29,0.18,0
2021-04-06 19:00:00,Kalimath,1.8,3.9,9.6,14.6,19.6,33.4,4.1,2.8,1.13,1.67,9.1,32.6,1464.6258874514708,25.56125723970698,242.240016175303,45.17610265383347,0.6028314296010229,2,0.12,0.5,0.62,0.03,0.47109316454164984,0.01,0.01,0
2023-08-11 18:00:00,Rampur,1.0,2.8,4.6,8.9,11.1,21.4,1.8,4.2,1.3,-0.28,18.2,62.5,1772.3452365940275,17.736217771740307,214.44049615563927,73.50463233843755,0.5085999065005216,2,0.17,0.55,0.65,0.13,0.3369752066554153,0.03,0.01,0
2024-08-21 18:00:00,Sonprayag,1.9,5.4,9.6,10.7,13.6,33.0,0.8,0.1,1.19,1.14,23.9,34.9,1827.6922102137953,19.317805319688585,196.68597826544502,76.91330670991749,0.05295229154328246,4,0.45,0.72,0.72,0.15,0.03633977369927467,0.27,0.12,0
2020-04-06 23:00:00,Kedarnath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3,4.1,51.1,3581.9876853023247,35.13478645156665,180.40349599310562,114.5515028247066,0.2821763244336948,3,0.29,0.85,0.85,0.1,0.49787891283189667,0.11,0.0,0
2022-06-03 14:00:00,Gaurikund,13.0,33.6,58.9,84.9,80.0,150.0,14.8,24.3,1.32,0.92,9.7,71.8,2036.6016520699354,30.320085196575953,204.6182763880862,82.2639965275025,0.12327916965957325,5,0.36,0.78,0.78,0.01,0.15967892404686157,0.09,0.09,0
2023-09-05 20:00:00,Kalimath,46.5,109.5,168.8,329.8,583.7,999.6,110.9,168.7,1.65,5.97,24.9,84.4,1448.5714819338518,19.649225764294684,228.24678055467513,68.90888503582028,0.4719585084359991,2,0.44,0.5,0.62,0.15,0.45224540595199725,0.35,0.22,1
2019-09-18 04:00:00,Sitapur,54.0,188.3,401.6,797.9,1229.9,2815.3,195.4,277.5,0.81,18.42,23.3,85.6,1570.12441285538,18.109234895903604,234.35264244306364,46.70430995529053,0.19215617725711553,1,0.62,0.45,0.55,0.36,0.18681804981559338,0.21,0.12,1
2020-05-08 00:00:00,Rampur,1.5,3.9,5.7,7.3,8.4,20.7,3.5,2.1,1.58,-0.36,4.6,42.0,1785.8488332286163,17.95090245153321,230.3844208362422,63.11190513818907,0.4595063560314342,2,0.02,0.55,0.65,0.1,0.1458279188916259,0.23,0.08,0
2026-05-27 06:00:00,Kalimath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,14.8,30.9,1454.0287158394328,19.357001851929414,206.51361391729228,56.37470902651121,0.5461228682382256,2,0.29,0.5,0.62,0.1,0.3606717112447916,0.07,0.17,0
2020-09-26 22:00:00,Kedarnath,4.2,9.0,12.7,21.3,29.4,57.8,10.8,6.4,1.98,-2.66,13.0,59.4,3566.4587312643876,33.4507933116698,204.0326235160013,113.01496422765742,0.26179047125257954,3,0.1,0.85,0.85,0.04,0.6038739136966742,0.26,0.02,0
2019-05-20 04:00:00,Gaurikund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,15.6,20.0,2013.6404316828368,27.51260079211494,214.10751320302182,89.70555257246386,0.0,5,0.46,0.78,0.78,0.04,0.06129933608775123,0.15,0.18,0
2021-09-04 05:00:00,Rampur,1.6,3.5,6.4,8.5,12.3,20.4,1.0,2.6,1.5,0.4,22.5,56.4,1768.8779154221058,17.07404461543559,208.12286316856026,80.84867339448532,0.49995668687417166,2,0.02,0.55,0.65,0.04,0.16202066701706286,0.27,0.01,0
2021-04-20 06:00:00,Rampur,1.0,2.9,4.2,4.8,7.1,9.9,0.2,3.1,1.43,4.37,19.5,53.4,1823.9532607414287,19.46453914897012,199.9333106165779,58.7778735981498,0.36693175871867945,2,0.4,0.55,0.65,0.04,0.19102639737096389,0.2,0.04,0
2026-09-04 15:00:00,Gaurikund,47.1,136.1,293.5,585.9,830.8,1666.1,83.8,358.8,0.96,19.64,23.7,87.2,1972.0500500607811,27.73616930074069,193.35948261116278,101.87808597840328,0.03971920747339782,5,0.48,0.78,0.78,0.57,0.12304079411021128,0.74,0.46,1
2022-12-27 01:00:00,Sonprayag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.25,19.1,51.3,1832.468214420121,23.476689784108732,160.7701839329301,66.75474072776635,0.07020313070580886,4,0.04,0.72,0.72,0.02,0.1526824550943984,0.25,0.14,0
2022-09-04 02:00:00,Gaurikund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,12.3,81.9,1980.8979580191542,24.4228140086727,191.25327391545963,74.82775658898359,0.18662252008585287,5,0.09,0.78,0.78,0.04,0.0798203940740333,0.28,0.15,0
2018-10-15 02:00:00,Phata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,18.3,45.0,1526.203611555627,21.865573317080237,196.59729291904023,80.11398996174373,0.23276005842711286,3,0.2,0.65,0.68,0.07,0.1468483270957171,0.19,0.17,0
2024-11-12 19:00:00,Phata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.61,18.5,44.8,1516.6157341706237,27.0880143599446,192.84041836168305,67.01665221261173,0.25998267754606513,3,0.13,0.65,0.68,0.18,0.07730700708229069,0.29,0.05,0
2025-04-04 06:00:00,Kedarnath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,4.0,24.5,3555.4183515753075,33.905874743052834,180.12786424905187,120.1204602505553,0.24436515186567548,3,0.34,0.85,0.85,0.11,0.5149260880674371,0.11,0.17,0
2022-10-13 15:00:00,Rudraprayag,1.1,2.2,2.8,3.8,5.0,6.1,2.2,2.7,2.36,1.28,26.5,61.5,610.6466461253192,8.317481030117362,164.205182102031,29.98927229179583,0.0586676849019361,3,0.39,0.6,0.52,0.14,0.0,0.03,0.13,0
2019-04-11 19:00:00,Sitapur,1.3,2.1,2.7,4.1,4.6,10.2,2.2,0.0,2.89,1.22,8.4,39.7,1583.0728026513284,22.426533369886574,209.99804864317963,45.732790726614525,0.41265758022751703,1,0.35,0.45,0.55,0.06,0.32023832563246274,0.15,0.07,0
2026-03-08 15:00:00,Gaurikund,1.3,2.2,4.1,5.9,7.6,18.7,2.5,4.4,1.9,2.42,11.2,36.5,1965.4383076767856,28.462082658368796,213.99361972358406,79.34971451732888,0.08170149116922629,5,0.21,0.78,0.78,0.0,0.09048208997099173,0.07,0.13,0
2023-07-08 13:00:00,Guptkashi,1.2,2.3,3.2,6.4,7.1,10.0,1.1,0.7,2.25,2.06,21.3,70.1,1339.894384396696,19.62863174086119,211.36403937005846,77.55524066137933,0.07923287203094181,2,0.45,0.55,0.6,0.07,0.16513616303837075,0.2,0.15,0
2019-06-20 19:00:00,Rudraprayag,4.4,10.9,18.0,25.2,44.6,90.9,9.5,5.9,1.47,3.36,20.0,93.3,619.0190301528647,8.758002503187123,148.52684168532025,24.981665284099492,0.04165343450644313,3,0.22,0.6,0.52,0.1,0.1633464442737793,0.29,0.01,0
2020-05-15 08:00:00,Phata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,10.7,20.2,1516.0259924737836,28.165978774038393,203.7033382048586,69.00545403888103,0.4594262315425485,3,0.36,0.65,0.68,0.14,0.0735596325765802,0.22,0.05,0
2025-05-17 22:00:00,Agastmuni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49,16.8,35.9,1018.4067586978266,7.692130483847676,165.26691782153057,37.26453066953382,0.18928099125665956,2,0.1,0.5,0.45,0.01,0.1030104684042821,0.24,0.07,0
2023-11-12 01:00:00,Sitapur,2.2,5.4,12.4,17.6,30.0,50.3,2.4,12.3,1.06,2.11,13.0,43.0,1584.7952250961357,17.934609645227557,215.0181756460158,53.31144162081211,0.5508092751976698,1,0.01,0.45,0.55,0.1,0.2741989887137112,0.22,0.05,0
2018-06-26 17:00:00,Agastmuni,4.8,10.4,24.6,28.7,50.4,125.6,8.4,9.6,1.17,0.04,21.8,80.8,994.6965032357384,15.5414206204979,166.7316200373708,31.117894803728344,0.311401673864164,2,0.34,0.5,0.45,0.03,0.12645795569575696,0.01,0.02,0
2026-02-13 15:00:00,Sitapur,0.5,1.5,3.6,6.0,9.8,21.3,0.8,1.1,0.83,-1.98,17.1,23.0,1619.7315546979685,11.04992628490091,206.71828997714294,35.31092227769843,0.4620900201112844,1,0.5,0.45,0.55,0.13,0.32547051572328856,0.02,0.05,0
2018-09-06 18:00:00,Guptkashi,9.3,16.7,25.1,35.6,58.9,81.9,4.9,19.1,2.22,-6.06,23.1,48.8,1321.6785387418795,27.712855765155695,263.89707009371233,52.32993678853159,0.1991217781253084,2,0.3,0.55,0.6,0.11,0.24955613835195437,0.3,0.16,0
2020-07-18 09:00:00,Agastmuni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,17.9,52.0,1011.3872951080369,8.175507917592096,165.59597625718348,21.09295419981425,0.20164439834946943,2,0.24,0.5,0.45,0.09,0.007462952627963287,0.17,0.12,0
2018-12-08 09:00:00,Rampur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.94,21.2,24.2,1785.362140881077,20.85775075390476,213.2468556518045,47.08759181741948,0.5964793236364823,2,0.08,0.55,0.65,0.19,0.1693801706208243,0.23,0.08,0
2025-08-23 03:00:00,Rampur,34.3,83.6,174.3,302.3,363.1,759.5,83.8,137.0,1.18,14.96,19.9,91.5,1808.7941134208907,18.805435332983603,223.69294204789773,79.95249622903992,0.34361094451778706,2,0.57,0.55,0.65,0.26,0.22792488167674332,0.52,0.44,1
2018-02-15 00:00:00,Kalimath,0.2,0.6,0.9,1.2,2.0,3.2,0.4,0.9,1.33,1.64,19.8,44.4,1448.2511234811989,14.41829656046293,238.4692899801024,41.758095165805535,0.43265826947251274,2,0.24,0.5,0.62,0.0,0.4084874184914386,0.07,0.05,0
2019-09-03 10:00:00,Agastmuni,2.1,4.7,10.8,19.7,29.8,43.8,2.5,8.3,1.17,-1.07,27.4,33.6,1023.2459147177923,10.936220460775667,174.04008230573461,37.45435961378964,0.25004579098738355,2,0.45,0.5,0.45,0.18,0.04559931276936016,0.24,0.09,0
2020-07-17 01:00:00,Rampur,4.7,7.8,11.0,15.2,21.0,38.2,2.3,0.8,2.56,-0.75,18.4,77.5,1827.940207700892,19.603463864482748,238.9210924532672,60.026891340572774,0.5302213463579994,2,0.47,0.55,0.65,0.19,0.24779993028200614,0.19,0.16,0
2025-09-18 16:00:00,Kalimath,5.6,10.4,18.2,23.5,28.0,47.4,7.2,7.2,1.85,-2.05,21.8,53.0,1452.0599055831,17.851229076354183,250.20984862420337,68.00990600688738,0.6448142144626706,2,0.03,0.5,0.62,0.15,0.378622275933524,0.13,0.1,0
